column_0_cat,column_1_int,column_2_float,column_3_int,column_4_float,column_5_float,column_6_int,column_7_cat,column_8_cat,column_9_date
Susan,1,10.966031437470814,0,89.28653874849776,85.30157778810586,0,turkey,Lisbon,2020-05-23
William,0,38.99459596518313,9,84.7309649074141,21.162134088845196,8,fish,Tokyo,2020-04-27
Ahmed,5,39.51626013767293,8,99.52839751919295,31.708174998043226,6,crab,Tokyo,2020-03-26
Ahmed,6,76.75222908472144,4,18.270292808558775,24.64400111614582,6,pig,Lisbon,2020-10-02
William,4,51.84052013048353,5,46.29991865727157,31.3028987960569,6,crab,Nairobi,2020-07-08
Mary,2,60.97551050533354,6,68.21613279408484,20.851818224525566,0,fish,Madrid,2020-03-31
Ahmed,3,28.729772850382606,9,21.74673479042465,27.997271356168852,8,turkey,Lisbon,2020-09-15
Susan,4,87.64849791546897,4,79.74959958205943,78.2222174189974,8,fish,Madrid,2020-12-05
Mary,5,34.65679065046796,9,9.836347823156444,21.759490818373916,7,pig,Moscow,2020-02-20
Elizabeth,3,18.600712529149977,4,64.65359380882568,41.24261736905627,5,crab,Tokyo,2020-09-21
Elizabeth,2,27.298152282456734,9,74.27143365667155,9.318327656928538,6,fish,Madrid,2020-03-12
William,7,13.84746410433304,5,70.23060199025085,58.14989280765277,0,crab,Madrid,2020-06-26
Susan,9,8.447506721819575,3,22.079598604657335,79.63755795500317,7,crab,Moscow,2020-04-05
Mary,7,1.9657343470834587,3,33.605619597470316,46.29259565444611,1,deer,Madrid,2020-01-11
Mary,0,6.79116754356488,9,8.937810810658997,50.264872305912036,4,turkey,Nairobi,2020-02-23
Ahmed,0,24.927279556777105,0,17.253628694661703,55.97141122500485,3,turkey,Nairobi,2020-07-07
Susan,2,84.0804426859609,8,0.5398954896379649,55.88949326695602,2,pig,Tokyo,2020-09-29
Ahmed,9,82.46346292923715,0,61.72258464879457,81.58719951456898,8,deer,Nairobi,2020-07-14
Ahmed,8,19.766451945835882,0,81.1915985388411,71.30597023867983,1,deer,Nairobi,2020-09-05
Elizabeth,5,35.888546171510136,5,80.71276156797339,45.33224598862303,8,crab,Tokyo,2020-10-27
Susan,2,35.199884207871015,1,31.719415097346136,24.63553131278431,8,fish,Nairobi,2020-10-22
Ahmed,3,71.65297839705482,3,3.2189586946545945,67.84072185258567,0,deer,Moscow,2020-05-06
Mary,4,41.07033102193933,3,77.10444681167125,17.58099423319196,7,turkey,Madrid,2020-06-23
Elizabeth,8,98.69069828685222,7,99.18170191900705,94.73129372952374,3,turkey,Tokyo,2020-04-30
Mary,5,19.897677371841194,5,73.57909831875206,26.608887261872805,7,crab,Tokyo,2020-01-31
Elizabeth,4,68.08421840710311,1,31.908537955358874,69.90125202190791,8,fish,Madrid,2020-10-17
William,9,16.39413140716104,2,74.19858257060348,19.50069841427856,9,crab,Nairobi,2020-01-22
Susan,8,68.38762841554617,1,26.890887631257154,29.350545017284023,1,pig,Nairobi,2020-12-17
William,3,44.75283243764725,0,3.282905711598083,19.25041860140375,3,crab,Nairobi,2020-04-04
Susan,6,82.06372802213332,8,45.63561815804109,46.98866909054868,4,turkey,Lisbon,2020-05-23
Susan,6,38.893924432339425,2,97.91715574276071,70.81137186079225,5,fish,Moscow,2020-12-19
Mary,8,24.99452443264396,3,19.378370155718695,58.29029075780235,7,turkey,Madrid,2020-01-08
William,8,33.209406696724116,7,7.533406925288988,93.17606205054074,8,deer,Lisbon,2020-07-26
Elizabeth,3,14.938217352241434,9,79.62380152010697,48.637592885491834,6,crab,Tokyo,2020-10-28
Elizabeth,3,86.0166653098978,3,6.249085694051093,71.43581722521026,3,crab,Moscow,2020-05-16
William,6,16.07239799970651,8,62.338589587532724,7.249094911822585,2,crab,Nairobi,2020-03-16
Mary,8,15.523883676566886,5,61.81515232865298,52.472391541139295,4,fish,Madrid,2020-11-07
Susan,2,37.343039850072316,6,77.26353999148299,42.06926430193302,0,fish,Nairobi,2020-10-12
Elizabeth,4,54.591141058462135,8,57.112678501191624,8.543456147002171,9,fish,Madrid,2020-03-23
Ahmed,8,93.11486443700511,0,91.93450110681249,30.57034187839629,2,turkey,Madrid,2020-02-07
William,4,7.250770403266305,1,36.57958083674691,53.84550823440142,0,pig,Lisbon,2020-06-21
Ahmed,3,4.839536980490056,6,4.490250542799812,21.904566777221078,1,crab,Tokyo,2020-10-22
Ahmed,7,98.39916847957664,6,45.103341159810604,88.40988441774338,9,pig,Lisbon,2020-10-31
Elizabeth,3,2.690165289707358,4,59.17996827312347,91.20589938836433,5,crab,Lisbon,2020-11-22
Ahmed,7,35.346836116687165,7,26.72602279701278,70.38379343274126,9,fish,Madrid,2020-12-16
Susan,3,42.519659952364705,9,56.09758470629964,10.234652527754374,7,pig,Tokyo,2020-03-13
Elizabeth,6,11.106227999062057,4,11.241435809454824,18.619404258728643,4,fish,Moscow,2020-05-30
William,9,70.47605360152164,5,78.6999466882765,23.30247866651085,5,turkey,Nairobi,2020-02-08
Mary,6,17.129360218632762,8,27.32145030355211,44.48405869706674,2,pig,Lisbon,2020-10-07
Mary,8,61.53831477702288,3,13.124508637972754,94.27547372585886,7,fish,Moscow,2020-04-07
Susan,9,17.909486314939993,5,51.61977613128435,11.978299587518848,1,pig,Tokyo,2020-06-20
Mary,2,45.68224422523268,4,18.035286332549028,55.916643728138396,5,turkey,Nairobi,2020-06-18
Ahmed,1,75.52987850817595,9,55.18052745876819,48.443149187718426,2,deer,Lisbon,2020-01-31
Ahmed,8,33.532828694309536,8,28.169699858542106,61.8421558313379,6,pig,Tokyo,2020-06-05
William,2,59.199228901216486,4,79.25433976826568,70.81026742387935,3,turkey,Lisbon,2020-09-06
Susan,9,14.496281204787898,7,20.62176770435701,52.399277662179166,1,turkey,Tokyo,2020-07-25
Susan,1,89.92878359359476,2,55.649022480222044,68.96584516903765,2,turkey,Moscow,2020-01-24
Susan,2,2.837692443842954,9,31.623466404339084,33.55614748253242,0,turkey,Madrid,2020-04-20
Elizabeth,5,13.90739997903222,0,11.008454834995584,33.241655193681254,0,deer,Nairobi,2020-10-06
Mary,6,23.12775797419936,1,11.38841909080478,42.56525632194528,4,turkey,Moscow,2020-08-11
Susan,5,45.68043629081638,8,50.57543188861979,5.36714519495024,0,crab,Tokyo,2020-11-08
Ahmed,4,9.862620576596537,4,38.7892208161878,95.90449245204566,2,crab,Tokyo,2020-01-26
Elizabeth,1,14.659322044037326,4,41.24959622392096,95.46085991449786,1,pig,Tokyo,2020-08-25
Mary,0,77.7239929153041,3,6.757874265974584,62.95518845772668,1,fish,Lisbon,2020-06-13
Susan,1,55.74159721218405,0,8.48914692171785,95.01795559788215,8,deer,Lisbon,2020-04-06
Mary,5,4.574796644241563,6,76.26850155940798,29.092536488255327,4,fish,Lisbon,2020-08-04
Susan,7,38.216408307385585,9,38.81482155777617,20.17657361239864,7,crab,Lisbon,2020-02-04
William,2,54.858064854605274,6,58.616338154508405,32.2897822489687,3,deer,Moscow,2020-04-23
William,7,66.91075662839849,6,69.139878889911,98.27953246449455,4,turkey,Lisbon,2020-03-04
Elizabeth,6,36.672578739678016,2,13.499301289995536,35.177902222102155,9,fish,Tokyo,2020-02-27
Mary,4,44.01508064714156,0,32.18586626422461,34.27367531849597,5,crab,Moscow,2020-04-08
Elizabeth,0,23.801190107327976,6,99.95626178228642,77.4212815252881,4,deer,Madrid,2020-01-19
Susan,2,7.790385410366452,4,8.77818293863648,64.30551004203664,1,turkey,Lisbon,2020-04-23
Mary,6,63.09369216077418,3,39.68668278446287,2.250105397214097,0,crab,Tokyo,2020-10-03
Susan,9,40.23333617073474,3,22.846522208143703,54.15141295718079,9,turkey,Tokyo,2020-03-06
Mary,0,21.846022891647653,7,43.57108783154361,4.02471395045545,5,fish,Tokyo,2020-11-19
Susan,7,29.013040166849414,9,60.80914046279767,3.810576058854842,8,fish,Madrid,2020-05-18
Ahmed,8,10.16513898135134,9,31.846436017231106,21.978862131441268,7,pig,Madrid,2020-11-10
Mary,6,38.75607972081973,2,45.906471099144056,73.80076023655208,7,fish,Moscow,2020-02-19
Elizabeth,3,9.289127570048006,7,25.478117155763126,12.807103315709556,6,turkey,Tokyo,2020-12-01
Susan,9,90.6550699180164,7,46.12513677675851,63.50143643665652,9,deer,Lisbon,2020-07-16
William,3,30.2605731961867,9,65.57111309690596,91.54059737740346,4,fish,Tokyo,2020-02-08
Ahmed,3,84.46908430656619,2,6.9434242162075055,27.0395233721317,3,fish,Tokyo,2020-04-14
Mary,5,61.28776835585307,2,80.38666245811773,31.506669053189373,4,crab,Nairobi,2020-10-30
Susan,6,87.96108154504324,6,94.90084268543343,32.45601812398935,4,turkey,Lisbon,2020-10-25
Elizabeth,7,65.08910550208901,0,85.08141698058371,5.976969070266447,8,fish,Tokyo,2020-08-29
Elizabeth,4,63.194657780308376,9,53.334790550481046,67.18670128746787,2,deer,Nairobi,2020-01-14
Ahmed,3,57.374481087356074,6,99.740371352619,39.2029821612351,0,fish,Tokyo,2020-01-14
William,1,94.20817422223254,8,88.84586570418745,61.3833233357656,0,crab,Moscow,2020-08-12
William,0,45.1271658539008,3,61.98752684730401,42.76556616026602,4,pig,Moscow,2020-09-30
William,1,95.66462558264152,8,27.98243780012197,96.11084448573114,1,pig,Tokyo,2020-03-22
Ahmed,9,14.468169990726675,2,22.001850515095576,50.21498796796758,2,deer,Nairobi,2020-06-01
William,7,58.648295921632155,6,46.08741373354567,95.46343299192837,5,pig,Lisbon,2020-07-05
Susan,5,89.91513721086484,2,97.32267047297677,69.00047415793871,6,deer,Madrid,2020-09-02
Elizabeth,9,5.5430551148522245,1,25.796599733700365,47.55266631342012,7,deer,Nairobi,2020-08-11
Ahmed,5,55.71665158767877,2,41.749948132419135,73.27265745490638,6,fish,Lisbon,2020-09-12
Mary,8,45.280024515604644,5,63.02546564691768,36.821790163762294,0,turkey,Tokyo,2020-04-23
Elizabeth,0,25.20568039252602,1,45.951691821938525,43.68391293373103,7,deer,Madrid,2020-11-18
Susan,5,61.26851949161163,7,89.31151300614614,17.024113363922833,7,crab,Lisbon,2020-04-16
Susan,3,32.75374176757238,4,22.728207553718573,94.30428303572094,5,pig,Madrid,2020-05-02
Ahmed,5,28.243704764474064,9,62.04986787332175,65.54194080049086,8,crab,Moscow,2020-02-20
Ahmed,2,27.505930153503233,6,46.676752847950695,33.30930270025979,1,crab,Tokyo,2020-07-30
Susan,5,25.11318494161844,8,3.3008872376019682,4.608672405232839,6,turkey,Tokyo,2020-06-29
Mary,1,35.339267828277976,8,70.87448387660223,94.39194763865694,2,pig,Lisbon,2020-02-14
Susan,8,0.19996665790328327,8,43.02228012433057,16.944854871435076,1,fish,Tokyo,2020-11-11
Elizabeth,2,23.817335926356897,2,18.783364469028317,12.738984545697974,5,fish,Lisbon,2020-06-22
William,9,12.790217154646932,4,20.486826031698502,17.659322146239386,5,fish,Nairobi,2020-06-26
Susan,5,50.42647571824348,4,99.39071706293888,0.060606970281196215,3,fish,Moscow,2020-11-03
Susan,2,58.68924543587766,6,89.16026067873499,65.91880394383234,2,fish,Tokyo,2020-02-13
Elizabeth,9,60.563894599994384,6,32.342741315834544,4.888019925528331,6,crab,Moscow,2020-12-16
Susan,0,87.54038784099365,3,60.87424630436572,87.3053590776173,7,deer,Moscow,2020-02-11
Elizabeth,8,75.36769988744223,6,55.59153417730742,99.26002173314023,3,turkey,Tokyo,2020-09-23
Mary,9,94.7013782225344,7,69.48885795113564,70.14092383948521,9,pig,Tokyo,2020-10-13
William,6,78.21833320881554,2,2.422412136925811,25.60803805203513,3,turkey,Lisbon,2020-03-25
William,4,94.31908873005874,4,3.9065754035402023,85.89222948358763,4,turkey,Madrid,2020-09-19
Susan,6,4.659040580941709,2,29.45966902113217,99.93072240565088,8,pig,Tokyo,2020-03-07
William,8,64.93260758989999,7,99.95726480466377,35.62194598112739,1,turkey,Tokyo,2020-08-18
Ahmed,0,72.10563888999178,1,12.755343707403222,47.27836625594774,7,turkey,Madrid,2020-08-25
Ahmed,4,66.18566926892271,0,95.29464038940067,80.94301634407768,9,turkey,Moscow,2020-02-24
Mary,8,23.06649932317173,3,39.63772871272386,9.725845470591466,8,pig,Tokyo,2020-10-02
Elizabeth,1,70.97147065327304,3,10.897012853180055,36.953404417274115,9,crab,Lisbon,2020-10-12
Ahmed,7,5.556839773827171,0,35.28699273768618,36.270156158456025,3,pig,Nairobi,2020-01-07
William,7,40.20958081202717,8,54.67654623554253,91.45729249523728,0,fish,Nairobi,2020-02-24
Mary,5,93.74564335851984,6,63.54253881276441,86.0383626027392,2,fish,Nairobi,2020-12-13
Mary,7,21.42506827408478,6,33.13192034092067,99.14489826278238,6,crab,Tokyo,2020-11-15
Mary,4,97.56322381762203,9,99.88260631534371,89.66865631431939,6,deer,Lisbon,2020-11-01
Elizabeth,9,29.178468050225913,9,83.19573369963277,98.68316052522356,3,fish,Moscow,2020-08-27
Mary,0,23.06817248212676,8,60.72365020854399,39.097650731277454,4,fish,Lisbon,2020-12-22
Elizabeth,9,24.492570371361865,1,15.180884095897962,29.05862470667806,1,crab,Lisbon,2020-02-19
Ahmed,3,60.31001673511008,1,67.93170081290634,63.47530230043796,4,turkey,Madrid,2020-03-26
Susan,1,48.41264458847605,6,22.800192607548276,36.831775599921734,1,crab,Moscow,2020-05-22
William,3,87.9139838097876,6,42.73341458092451,3.0611007596620166,2,turkey,Moscow,2020-04-05
Mary,7,53.148434929312984,0,51.57583478208901,2.256284820667287,2,deer,Nairobi,2020-09-23
Mary,8,91.63190121661007,9,24.833803886271465,26.407030518340214,8,fish,Nairobi,2020-05-08
Susan,5,29.263403905571174,5,67.9127334510511,37.61116873512258,5,pig,Lisbon,2020-07-21
Ahmed,3,57.349532054905694,5,13.59883099026904,76.67125112408823,7,deer,Tokyo,2020-07-20
William,1,31.010338037375597,4,66.40946046235219,6.948018224300167,1,fish,Lisbon,2020-11-05
Ahmed,1,0.6481904367192759,1,62.84455026401219,46.74463229744067,3,deer,Tokyo,2020-04-21
Susan,8,72.3025216217557,2,67.07734655788616,47.49860896759688,5,deer,Tokyo,2020-04-27
Mary,5,76.77118117256467,0,22.817228881001117,40.6875750629767,2,fish,Tokyo,2020-02-03
Ahmed,7,60.90440563457575,9,41.90741103373226,12.998623793187624,4,deer,Madrid,2020-06-03
Ahmed,4,21.049143158745874,4,97.23764200633099,22.03409182621302,2,turkey,Moscow,2020-02-05
Susan,9,74.72204258303039,7,79.09304402518511,68.55880469203474,5,crab,Nairobi,2020-02-17
Mary,2,45.36876882767666,2,72.51159744710316,61.61702851173667,5,turkey,Tokyo,2020-11-27
Elizabeth,5,54.651173676100285,4,15.321850694370642,53.385512595300625,4,fish,Tokyo,2020-10-21
Susan,0,61.21500571366985,6,9.46866245597221,20.51486281461835,6,turkey,Lisbon,2020-04-05
Elizabeth,6,70.5862312912469,6,12.068023999031663,76.66386985522583,8,deer,Madrid,2020-03-01
Mary,2,4.074618530225549,2,31.749099508313485,13.017459153205257,4,pig,Madrid,2020-09-26
Ahmed,4,56.66673715900231,3,7.031858940226476,2.2403739181477644,9,deer,Nairobi,2020-04-12
William,9,6.919064390401464,7,61.539292572659946,50.27414239520872,6,crab,Nairobi,2020-03-21
Susan,9,25.54047067964732,5,83.44312639494885,77.78639806624508,7,fish,Madrid,2020-09-12
Ahmed,3,16.854436929465777,4,61.534638340374805,69.18611341293163,3,fish,Nairobi,2020-05-19
Ahmed,5,42.46524069363651,1,41.891362548752355,19.645387143303072,1,turkey,Tokyo,2020-01-22
Ahmed,5,68.01059319105838,9,61.568058592595165,19.527998929707625,7,deer,Tokyo,2020-01-03
Susan,6,91.111211123949,6,84.05067971785482,9.880347134022871,7,crab,Nairobi,2020-11-21
Ahmed,1,20.88968100343869,0,32.21190696187895,34.871145013283346,2,fish,Moscow,2020-08-11
Ahmed,4,59.402204382751044,5,44.49639180312425,93.39436111875158,1,fish,Tokyo,2020-03-22
Mary,1,74.76846032780719,7,53.00913584671475,72.91134727196555,0,pig,Tokyo,2020-01-16
Elizabeth,3,94.67287925536424,3,65.13838582085809,38.94311476876563,0,turkey,Tokyo,2020-04-05
Ahmed,5,1.7208633145827879,4,33.1782220882655,55.86955560479701,4,fish,Lisbon,2020-01-18
William,9,77.59835118448467,4,45.529093698338585,93.94598925832754,0,crab,Moscow,2020-07-08
Ahmed,5,66.85110675872242,1,97.44837742876572,28.682315386456057,2,fish,Moscow,2020-04-21
Elizabeth,4,96.35811559024316,7,64.6428575460398,32.585948389896714,5,turkey,Tokyo,2020-09-12
Susan,2,47.27794463223414,0,88.80636847513875,51.068827011676476,5,turkey,Moscow,2020-10-27
Mary,9,2.9895894799206513,5,77.24870414599853,55.18272395593969,6,turkey,Madrid,2020-11-05
Mary,2,93.81298976042318,9,38.43535157199547,59.02929389599697,1,pig,Lisbon,2020-02-21
Elizabeth,5,38.16039683389365,9,0.16436261430264887,87.61840095347864,7,crab,Tokyo,2020-04-08
Susan,2,49.615208565121684,4,95.89704798756928,75.15753371542786,9,fish,Tokyo,2020-09-26
Mary,1,87.46481940467021,5,87.93740982049823,8.679479996918637,1,pig,Madrid,2020-06-08
William,8,0.03729306847087832,4,6.13594394172674,97.56795363150536,3,fish,Nairobi,2020-02-18
Elizabeth,3,17.68472462629047,1,17.57114320169967,16.442196162545773,5,crab,Lisbon,2020-04-06
Ahmed,5,22.60517447415975,1,49.63452935475915,4.856729663772697,2,crab,Tokyo,2020-10-05
Mary,4,68.73783212739299,1,62.528313690820944,20.030681717195296,3,crab,Lisbon,2020-03-11
William,1,73.6489714416067,8,70.92225399211438,64.72876898886666,2,fish,Madrid,2020-03-29
Ahmed,4,15.615594664803323,9,50.1541941539979,50.162760138905696,0,pig,Tokyo,2020-04-28
Mary,8,16.832362273169977,2,77.5904833553271,45.58581339811978,3,crab,Moscow,2020-12-02
William,9,6.4073187881879985,4,97.4552148049394,81.40094912683135,3,crab,Madrid,2020-02-22
Ahmed,6,34.5026281921318,5,81.55514571423961,52.275477359276266,7,turkey,Nairobi,2020-06-17
Mary,5,66.69658527765009,9,26.857680571509967,72.00952277195469,1,turkey,Nairobi,2020-05-15
Mary,6,38.66606310181528,7,10.087039931417562,54.955103652122325,0,fish,Madrid,2020-10-13
Susan,2,65.16448274162674,5,71.82198911021676,73.63729228780154,0,deer,Moscow,2020-11-07
William,6,53.78751608723229,9,43.88857936519831,93.7381403066247,5,turkey,Nairobi,2020-04-16
Ahmed,5,99.59945117764393,6,41.23056789792548,54.26203073414233,5,pig,Tokyo,2020-10-29
Susan,6,80.0433886636272,4,69.68217935632045,3.1170695314444608,8,crab,Tokyo,2020-07-16
Susan,1,19.224905370210166,0,29.021717468299546,31.953183470461266,7,crab,Moscow,2020-07-17
Ahmed,0,77.10996114474646,9,82.91736676313876,87.90152334072741,9,crab,Nairobi,2020-06-26
Ahmed,0,28.632767922335024,7,22.8626609887844,99.22801871574006,5,pig,Tokyo,2020-07-05
Susan,2,55.843921105598284,8,79.72150302197582,5.4434015618571525,7,crab,Lisbon,2020-05-27
Mary,7,46.96759101158943,4,71.43956967233467,10.73722819583992,1,turkey,Lisbon,2020-12-30
William,6,93.3212022451081,6,43.476070357195496,41.887133090540274,3,pig,Tokyo,2020-09-20
Ahmed,9,66.94975437089825,6,53.26017620445443,38.122014377115285,7,pig,Madrid,2020-05-27
Susan,3,11.063904456241113,2,65.43143475344199,16.530648729613308,0,pig,Nairobi,2020-09-20
Mary,4,41.759918139465256,8,42.648072978616625,48.35342436006411,7,turkey,Nairobi,2020-11-01
Mary,9,83.73499058499591,5,63.72079128778319,55.033681065739884,6,fish,Madrid,2020-10-05
Susan,6,67.64864231330932,6,87.67688059729663,63.386310106592525,4,crab,Nairobi,2020-01-14
William,4,79.75796381083127,1,47.30069749770153,62.50844486745771,9,fish,Tokyo,2020-03-07
William,1,33.96648769812373,5,98.28977335855222,30.603905911972017,9,turkey,Tokyo,2020-06-01
Elizabeth,2,72.42679005978512,8,26.28095056972638,98.20616587700101,0,deer,Lisbon,2020-03-01
Elizabeth,4,69.41039893491487,1,60.04104787995307,94.60571144283922,8,fish,Madrid,2020-09-29
Elizabeth,9,61.36460751178594,9,64.28273255206499,13.72722853118381,5,crab,Tokyo,2020-04-25
William,3,9.355394844091236,2,71.2697051757452,97.21886099743121,7,turkey,Madrid,2020-09-26
Susan,6,46.17941614585678,3,96.38033530430961,34.954360229589994,2,pig,Lisbon,2020-12-05
Mary,9,11.390931860511133,5,60.49950673037606,49.87191821321937,8,pig,Moscow,2020-05-15
Mary,6,55.211134389880165,7,10.831832969216215,75.34543455676871,6,turkey,Tokyo,2020-08-01
Mary,0,79.99535886039666,5,78.57507702598961,71.67128901216115,1,deer,Tokyo,2020-06-04
Mary,4,57.330207047061336,2,53.22224570280307,93.64744713632915,1,pig,Madrid,2020-06-16
Susan,7,33.53647037665518,0,6.282850228759795,63.74414543204947,7,turkey,Lisbon,2020-05-23
Elizabeth,0,45.62576994996481,9,30.752439482575767,14.505415753472729,1,crab,Moscow,2020-04-13
William,3,54.206019179818455,7,62.410233127605665,20.70286489591271,6,deer,Madrid,2020-05-15
Elizabeth,7,22.954194289934026,3,99.33504676920387,97.82741309151614,1,fish,Nairobi,2020-02-28
Ahmed,5,41.33503831053314,0,23.358051314467744,99.04484598724964,5,deer,Tokyo,2020-12-12
William,5,67.21640358125181,8,32.41968096402906,17.736368179069306,6,turkey,Nairobi,2020-07-10
William,6,30.72289301811021,2,25.71017492631913,70.93774460336236,9,fish,Nairobi,2020-11-18
Ahmed,7,30.027180966053603,8,65.27169263803759,41.95829184433304,4,deer,Tokyo,2020-05-13
Elizabeth,4,40.98518126127224,4,96.62531497306573,68.3169447390512,4,pig,Tokyo,2020-11-21
Elizabeth,7,39.27506193126713,9,97.91155718920463,56.00940186302954,8,pig,Madrid,2020-09-22
Susan,0,78.26059224239019,4,43.59196590184451,34.635626044140835,6,turkey,Tokyo,2020-11-09
Mary,4,40.617153003049836,9,10.215960433524385,84.11676746503994,3,crab,Moscow,2020-12-30
Elizabeth,7,9.504188859839957,9,67.70181753720581,65.90444078743509,1,turkey,Lisbon,2020-05-16
William,1,17.7262641243638,1,40.80089734993959,60.87815750887923,8,turkey,Tokyo,2020-11-20
Elizabeth,8,3.288378756667265,2,86.63149649673753,2.0161687793886385,2,turkey,Nairobi,2020-06-17
Mary,2,10.744383849468575,5,74.47668177611155,94.88309043786089,5,fish,Tokyo,2020-01-29
Elizabeth,7,22.944062142401656,3,7.948761022215455,27.50483734637723,7,crab,Nairobi,2020-08-18
Ahmed,3,45.87922896222827,2,97.89111070493496,38.867660440614294,4,fish,Madrid,2020-06-21
Elizabeth,9,4.837642131407971,5,22.43470672693617,99.809215124335,6,deer,Nairobi,2020-03-21
William,4,84.06601272545402,9,11.795917281945167,84.27085703487926,3,turkey,Nairobi,2020-08-07
William,7,11.715260597324761,2,88.87274467358559,46.47867060238714,3,deer,Nairobi,2020-08-23
William,2,42.38244137372779,5,58.20509284377713,43.92506223924257,9,fish,Madrid,2020-09-30
Mary,4,84.22519943926339,3,56.833355852154945,46.32024087961685,1,deer,Lisbon,2020-11-04
Susan,4,79.57770568235495,5,83.11772820972534,56.360036028611994,8,deer,Tokyo,2020-03-17
Mary,8,96.2158166350088,0,64.74155509040241,5.606472585872179,8,fish,Madrid,2020-10-31
Ahmed,1,12.96270804517553,0,20.761537902279713,99.88966579354177,2,deer,Nairobi,2020-07-15
Ahmed,4,37.810463736452114,7,5.977151060264118,87.19228190286017,7,fish,Tokyo,2020-03-19
Susan,6,73.62286914033079,5,78.7256464887577,85.74354932392824,2,crab,Tokyo,2020-09-21
Ahmed,6,19.10485552113498,0,77.12884874034961,32.89108500232917,0,fish,Tokyo,2020-01-13
Ahmed,6,32.342657905451375,0,69.82862794904352,31.704955194104578,3,crab,Tokyo,2020-11-24
Ahmed,9,95.84529524603374,1,98.28055183793634,63.72834805024776,8,crab,Lisbon,2020-04-15
Elizabeth,8,63.770981704210506,8,57.36172854306343,77.41765495065877,1,deer,Moscow,2020-05-15
Susan,0,7.839470294889894,4,8.531052469056021,13.24289471000436,2,fish,Lisbon,2020-11-24
Elizabeth,7,88.96509587081734,7,10.026122359830259,85.33246966535249,1,pig,Tokyo,2020-01-02
Elizabeth,3,16.16087429710622,4,81.06047586621568,14.238293179827155,6,crab,Moscow,2020-11-11
Susan,9,75.06387100753423,3,80.22750213282957,63.91102598738284,1,deer,Lisbon,2020-06-27
Mary,0,84.16968243553494,1,42.49986722755787,38.63409792085528,5,fish,Nairobi,2020-07-18
Elizabeth,0,53.2483370544538,7,92.90779093155027,23.543105438795887,5,turkey,Moscow,2020-05-01
Elizabeth,0,48.531179370047795,0,29.748336277511044,46.97694979581121,7,pig,Moscow,2020-10-25
William,1,66.04868011071225,3,66.05102396027671,64.7968009550105,9,deer,Nairobi,2020-11-14
Susan,7,27.605480141261996,4,74.78098234899053,44.69476569882572,8,deer,Nairobi,2020-10-04
Mary,1,22.645130034406957,5,2.1211261083185495,66.99394100716019,4,deer,Nairobi,2020-06-30
William,3,76.38164391800845,1,98.73759321925994,23.216059315631366,1,pig,Moscow,2020-08-28
Mary,4,32.15404025405022,1,17.40009197155978,26.669942971792015,9,pig,Lisbon,2020-05-23
William,9,7.726939930712495,1,1.5830794769736811,27.002620578735137,2,deer,Lisbon,2020-08-16
Susan,3,72.53568848455808,1,69.5758025258763,29.56335757175703,1,pig,Lisbon,2020-10-10
Mary,7,45.35639035599771,5,5.505870980416128,20.61978705330878,6,turkey,Nairobi,2020-05-26
Mary,1,89.61529279503362,2,97.94100747290554,97.41878593722447,4,deer,Madrid,2020-09-12
Ahmed,7,43.66564355049586,6,71.206192605955,89.91753752464685,5,turkey,Lisbon,2020-02-27
Mary,3,23.83429874764068,8,58.45943639437596,75.32474970381566,8,deer,Madrid,2020-01-23
Susan,1,60.61213879773029,4,53.389872753253286,89.64090791274212,5,deer,Nairobi,2020-03-22
Elizabeth,3,73.48728973326538,7,41.53212091673302,99.75578998740235,9,fish,Nairobi,2020-05-12
Elizabeth,4,36.66751967328771,8,71.54157178022685,96.37695015554722,3,pig,Tokyo,2020-08-31
Mary,1,73.86545306786564,0,41.422027732701864,36.101320214710086,7,turkey,Moscow,2020-12-22
Ahmed,2,61.07480960510039,5,40.64407582063338,16.342333725089098,6,fish,Madrid,2020-05-12
Susan,5,52.18449520510606,1,90.93290872672856,4.183202490533288,3,fish,Lisbon,2020-06-11
Susan,4,84.52384701720462,9,22.306254923450098,14.261263766416244,6,deer,Nairobi,2020-11-20
Susan,8,40.47619202319136,7,4.834557565777741,48.16199838933897,8,crab,Moscow,2020-10-15
Susan,2,25.761298713611826,5,97.54810401749026,15.95995864574451,4,crab,Madrid,2020-09-26
Elizabeth,9,40.627672644999514,1,11.533157069635713,52.03537120323001,3,pig,Nairobi,2020-12-21
Mary,8,62.01931236549238,3,75.86088037679173,93.24870155148115,1,crab,Tokyo,2020-09-07
Elizabeth,1,23.257881304962247,3,92.7219551883783,48.90749937793605,4,fish,Nairobi,2020-04-14
Mary,0,53.76509177417448,1,97.89718134303223,7.554711995279472,0,crab,Lisbon,2020-11-24
Ahmed,8,94.39444350770276,0,41.908290937847426,42.83116528162728,9,deer,Moscow,2020-05-11
Mary,0,63.55889373932152,1,97.6595602611151,12.448065107263206,9,deer,Tokyo,2020-05-31
Susan,3,45.023545412119326,6,21.524445738735466,48.923867781407225,4,pig,Tokyo,2020-01-25
Susan,3,80.22631606393703,8,91.35263456162303,85.77259203194306,8,fish,Moscow,2020-06-07
Elizabeth,7,62.44878853668514,4,24.193888113179685,32.72704740827193,7,fish,Moscow,2020-01-10
Susan,5,74.56232031838192,8,82.68632151718613,43.71545409875004,9,pig,Lisbon,2020-01-30
